CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A969_length_1372_cov_12.780695_CE24;2;0;Not-determined;NA
NODE_A970_length_1372_cov_11.291120_CE24;1;0;Not-determined;NA
NODE_A971_length_1371_cov_12.478362_CE24;2;0;Not-determined;NA
NODE_A972_length_1371_cov_6.482226_CE24;6;0;Not-determined;NA
NODE_A973_length_1371_cov_5.662287_CE24;1;0;Not-determined;NA
NODE_A974_length_1370_cov_16.295437_CE24;1;0;Not-determined;NA
NODE_A975_length_1370_cov_14.123743_CE24;1;0;Not-determined;NA
NODE_A976_length_1370_cov_12.882444_CE24;2;0;Not-determined;NA
NODE_A977_length_1369_cov_7.100619_CE24;1;0;Not-determined;NA
NODE_A980_length_1368_cov_8.123160_CE24;1;0;Not-determined;NA
NODE_A981_length_1368_cov_7.151820_CE24;1;0;Not-determined;NA
NODE_A982_length_1368_cov_6.691712_CE24;1;0;Not-determined;NA
NODE_A983_length_1367_cov_32.595349_CE24;3;0;Not-determined;NA
NODE_A986_length_1367_cov_12.144186_CE24;1;0;Not-determined;NA
NODE_A987_length_1367_cov_4.693023_CE24;1;0;Not-determined;NA
NODE_A988_length_1366_cov_9.551590_CE24;0;0;Not-determined;NA
NODE_A989_length_1366_cov_4.683476_CE24;1;0;Not-determined;NA
NODE_A990_length_1365_cov_22.385870_CE24;1;0;Not-determined;NA
NODE_A991_length_1365_cov_21.118789_CE24;2;0;Not-determined;NA
NODE_A992_length_1365_cov_12.304348_CE24;2;0;Not-determined;NA
NODE_A994_length_1364_cov_5.634033_CE24;1;0;Not-determined;NA
NODE_A1000_length_1363_cov_3.217729_CE24;1;0;Not-determined;NA
NODE_A995_length_1363_cov_14.411353_CE24;2;0;Not-determined;NA
NODE_A996_length_1363_cov_14.170295_CE24;0;0;Not-determined;NA
NODE_A997_length_1363_cov_12.115086_CE24;1;0;Not-determined;NA
NODE_A998_length_1363_cov_12.068429_CE24;1;0;Not-determined;NA
NODE_A999_length_1363_cov_11.216174_CE24;2;0;Not-determined;NA
NODE_A1001_length_1362_cov_12.024125_CE24;1;0;Not-determined;NA
NODE_A1002_length_1362_cov_8.303502_CE24;2;0;Not-determined;NA
NODE_A1003_length_1361_cov_15.956386_CE24;1;0;Not-determined;NA
NODE_A1004_length_1361_cov_12.330218_CE24;1;1;Not-determined;NA
NODE_A1005_length_1361_cov_11.182243_CE24;1;0;Not-determined;NA
NODE_A1006_length_1361_cov_10.878505_CE24;2;0;Not-determined;NA
NODE_A1007_length_1361_cov_9.357477_CE24;1;0;Not-determined;NA
NODE_A1008_length_1361_cov_9.113707_CE24;2;0;Not-determined;NA
NODE_A1009_length_1360_cov_11.279813_CE24;1;0;Not-determined;NA
NODE_A1010_length_1360_cov_7.992985_CE24;1;0;Not-determined;NA
NODE_A1011_length_1359_cov_30.748830_CE24;1;0;Not-determined;NA
NODE_A1012_length_1359_cov_23.420437_CE24;2;0;Not-determined;NA
NODE_A1013_length_1359_cov_20.357254_CE24;1;0;Not-determined;NA
NODE_A1014_length_1358_cov_23.743950_CE24;2;1;Low-quality;3,63
NODE_A1015_length_1358_cov_22.928962_CE24;1;0;Not-determined;NA
NODE_A1016_length_1358_cov_21.599532_CE24;0;0;Not-determined;NA
NODE_A1017_length_1358_cov_13.716628_CE24;2;0;Not-determined;NA
NODE_A1018_length_1358_cov_12.807963_CE24;1;0;Not-determined;NA
NODE_A1019_length_1358_cov_10.989071_CE24;1;0;Not-determined;NA
NODE_A1020_length_1358_cov_10.127244_CE24;2;0;Not-determined;NA
NODE_A1021_length_1358_cov_7.604215_CE24;1;0;Not-determined;NA
NODE_A1023_length_1358_cov_5.721311_CE24;1;0;Not-determined;NA
NODE_A1025_length_1357_cov_16.861719_CE24;1;0;Not-determined;NA
NODE_A1026_length_1357_cov_12.660156_CE24;0;0;Not-determined;NA
NODE_A1027_length_1357_cov_12.117969_CE24;1;0;Not-determined;NA
NODE_A1028_length_1356_cov_8.584050_CE24;1;0;Not-determined;NA
NODE_A1029_length_1356_cov_8.169664_CE24;1;0;Not-determined;NA
NODE_A1030_length_1356_cov_6.534793_CE24;2;0;Not-determined;NA
NODE_A1031_length_1355_cov_27.062598_CE24;1;0;Not-determined;NA
NODE_A1032_length_1355_cov_17.789515_CE24;1;0;Not-determined;NA
NODE_A1033_length_1355_cov_16.811424_CE24;1;0;Not-determined;NA
NODE_A1034_length_1355_cov_11.960876_CE24;2;0;Not-determined;NA
NODE_A1036_length_1355_cov_10.690141_CE24;1;0;Not-determined;NA
NODE_A1037_length_1355_cov_7.980438_CE24;3;0;Not-determined;NA
NODE_A1038_length_1354_cov_25.318716_CE24;1;0;Not-determined;NA
NODE_A1039_length_1354_cov_18.303054_CE24;1;0;Not-determined;NA
NODE_A1041_length_1354_cov_11.781519_CE24;1;0;Not-determined;NA
NODE_A1042_length_1354_cov_8.684417_CE24;1;0;Not-determined;NA
NODE_A1043_length_1353_cov_43.003135_CE24;1;0;Not-determined;NA
NODE_A1044_length_1353_cov_15.576803_CE24;1;0;Not-determined;NA
NODE_A1045_length_1353_cov_7.006270_CE24;2;0;Not-determined;NA
NODE_A1046_length_1352_cov_19.800784_CE24;3;0;Not-determined;NA
NODE_A1047_length_1352_cov_12.468235_CE24;0;0;Not-determined;NA
NODE_A1048_length_1351_cov_9.966248_CE24;1;0;Not-determined;NA
NODE_A1049_length_1351_cov_7.542386_CE24;1;0;Not-determined;NA
NODE_A1050_length_1350_cov_20.537313_CE24;1;0;Not-determined;NA
NODE_A1051_length_1350_cov_11.415554_CE24;1;0;Not-determined;NA
NODE_A1052_length_1350_cov_7.321288_CE24;1;0;Not-determined;NA
NODE_A1054_length_1349_cov_16.861635_CE24;3;0;Low-quality;1,43
NODE_A1055_length_1349_cov_16.650943_CE24;1;0;Not-determined;NA
NODE_A1057_length_1349_cov_8.813679_CE24;1;0;Not-determined;NA
NODE_A1058_length_1349_cov_7.036950_CE24;1;0;Not-determined;NA
NODE_A1059_length_1348_cov_21.270653_CE24;1;0;Not-determined;NA
NODE_A1060_length_1348_cov_15.010228_CE24;1;0;Not-determined;NA
NODE_A1061_length_1348_cov_10.114083_CE24;1;0;Not-determined;NA
NODE_A1062_length_1348_cov_6.886703_CE24;1;0;Not-determined;NA
NODE_A1063_length_1347_cov_31.854331_CE24;3;0;Not-determined;NA
NODE_A1065_length_1347_cov_18.516535_CE24;2;0;Not-determined;NA
NODE_A1066_length_1346_cov_5.424744_CE24;1;0;Not-determined;NA
NODE_A1067_length_1345_cov_64.417192_CE24;2;0;Not-determined;NA
NODE_A1069_length_1345_cov_12.403785_CE24;1;0;Not-determined;NA
NODE_A1070_length_1345_cov_11.447161_CE24;2;0;Not-determined;NA
NODE_A1071_length_1344_cov_21.265193_CE24;2;0;Not-determined;NA
NODE_A1072_length_1344_cov_20.896606_CE24;2;0;Not-determined;NA
NODE_A1073_length_1343_cov_15.676935_CE24;2;0;Not-determined;NA
NODE_A1074_length_1343_cov_8.716430_CE24;3;0;Not-determined;NA
NODE_A1075_length_1342_cov_13.286957_CE24;3;0;Not-determined;NA
NODE_A1077_length_1342_cov_11.239526_CE24;3;1;Not-determined;NA
NODE_A1078_length_1341_cov_37.982595_CE24;1;0;Not-determined;NA
NODE_A1079_length_1341_cov_19.143987_CE24;2;0;Not-determined;NA
NODE_A1080_length_1341_cov_10.845728_CE24;1;0;Not-determined;NA
NODE_A1081_length_1341_cov_10.728639_CE24;1;0;Not-determined;NA
NODE_A1082_length_1341_cov_10.511867_CE24;1;0;Not-determined;NA
NODE_A1083_length_1341_cov_9.806171_CE24;0;0;Not-determined;NA
NODE_A1084_length_1341_cov_9.257911_CE24;3;0;Not-determined;NA
NODE_A1086_length_1341_cov_7.779272_CE24;3;1;Low-quality;0,69
NODE_A1087_length_1341_cov_7.443038_CE24;1;0;Not-determined;NA
NODE_A1088_length_1340_cov_11.809976_CE24;2;0;Not-determined;NA
NODE_A1089_length_1340_cov_11.514648_CE24;1;0;Not-determined;NA
NODE_A1090_length_1339_cov_15.452456_CE24;1;0;Not-determined;NA
NODE_A1091_length_1339_cov_14.567353_CE24;1;0;Not-determined;NA
NODE_A1092_length_1339_cov_5.179873_CE24;2;0;Not-determined;NA
NODE_A1093_length_1338_cov_23.880254_CE24;1;0;Not-determined;NA
NODE_A1094_length_1338_cov_22.149881_CE24;0;0;Not-determined;NA
NODE_A1095_length_1337_cov_22.657143_CE24;2;0;Not-determined;NA
NODE_A1096_length_1337_cov_14.761905_CE24;1;0;Not-determined;NA
NODE_A1097_length_1337_cov_13.000000_CE24;1;0;Not-determined;NA
NODE_A1098_length_1337_cov_10.138889_CE24;1;0;Not-determined;NA
NODE_A1099_length_1336_cov_8.725973_CE24;3;2;Low-quality;1,35
NODE_A1100_length_1336_cov_8.069102_CE24;1;0;Not-determined;NA
NODE_A1101_length_1336_cov_6.187450_CE24;2;0;Not-determined;NA
NODE_A1102_length_1335_cov_27.860890_CE24;2;0;Not-determined;NA
NODE_A1104_length_1335_cov_16.736884_CE24;1;0;Not-determined;NA
NODE_A1105_length_1335_cov_15.013514_CE24;2;0;Not-determined;NA
NODE_A1106_length_1335_cov_11.896661_CE24;1;0;Not-determined;NA
NODE_A1107_length_1334_cov_17.915672_CE24;2;0;Not-determined;NA
NODE_A1108_length_1334_cov_13.170247_CE24;1;0;Not-determined;NA
NODE_A1109_length_1334_cov_11.203660_CE24;2;0;Not-determined;NA
NODE_A1110_length_1334_cov_9.254574_CE24;1;0;Not-determined;NA
NODE_A1111_length_1334_cov_7.160700_CE24;1;0;Not-determined;NA
NODE_A1112_length_1333_cov_23.997611_CE24;2;0;Not-determined;NA
NODE_A1113_length_1333_cov_12.130573_CE24;1;1;Low-quality;0,92
NODE_A1114_length_1332_cov_21.591235_CE24;1;1;Low-quality;3,30
NODE_A1115_length_1332_cov_8.529880_CE24;1;0;Not-determined;NA
NODE_A1116_length_1331_cov_12.919458_CE24;1;0;Not-determined;NA
NODE_A1117_length_1330_cov_33.902634_CE24;1;1;Low-quality;0,86
NODE_A1118_length_1330_cov_16.641660_CE24;2;0;Not-determined;NA
NODE_A1119_length_1330_cov_13.710295_CE24;3;0;Low-quality;0,93
NODE_A1120_length_1330_cov_9.861931_CE24;0;0;Not-determined;NA
NODE_A1121_length_1329_cov_10.782748_CE24;1;0;Not-determined;NA
NODE_A1122_length_1329_cov_8.528754_CE24;2;0;Not-determined;NA
NODE_A1124_length_1328_cov_23.408473_CE24;1;0;Not-determined;NA
NODE_A1125_length_1328_cov_9.580336_CE24;1;0;Not-determined;NA
NODE_A1126_length_1328_cov_7.711431_CE24;0;0;Not-determined;NA
NODE_A1127_length_1328_cov_7.479616_CE24;1;0;Not-determined;NA
NODE_A1129_length_1327_cov_21.198400_CE24;1;0;Not-determined;NA
NODE_A1130_length_1327_cov_15.072000_CE24;1;0;Not-determined;NA
NODE_A1131_length_1327_cov_10.003200_CE24;1;0;Not-determined;NA
NODE_A1132_length_1327_cov_8.315200_CE24;1;0;Not-determined;NA
NODE_A1134_length_1326_cov_19.062450_CE24;2;0;Not-determined;NA
NODE_A1135_length_1326_cov_15.357086_CE24;2;0;Not-determined;NA
NODE_A1136_length_1326_cov_11.726982_CE24;2;0;Not-determined;NA
NODE_A1137_length_1326_cov_10.714972_CE24;3;0;Not-determined;NA
NODE_A1138_length_1326_cov_9.145717_CE24;1;0;Not-determined;NA
NODE_A1139_length_1325_cov_17.854968_CE24;1;0;Not-determined;NA
NODE_A1140_length_1325_cov_14.680288_CE24;1;0;Not-determined;NA
NODE_A1141_length_1325_cov_10.927885_CE24;1;0;Not-determined;NA
NODE_A1142_length_1325_cov_10.523237_CE24;2;0;Not-determined;NA
NODE_A1143_length_1325_cov_6.342949_CE24;1;0;Not-determined;NA
NODE_A1144_length_1324_cov_15.023256_CE24;1;0;Not-determined;NA
NODE_A1145_length_1324_cov_12.801123_CE24;3;0;Not-determined;NA
NODE_A1146_length_1324_cov_8.864475_CE24;1;0;Not-determined;NA
NODE_A1147_length_1324_cov_8.554130_CE24;1;0;Not-determined;NA
NODE_A1148_length_1323_cov_10.321830_CE24;2;0;Not-determined;NA
NODE_A1149_length_1323_cov_9.868379_CE24;0;0;Not-determined;NA
NODE_A1150_length_1323_cov_8.287319_CE24;1;0;Not-determined;NA
NODE_A1151_length_1323_cov_6.456661_CE24;1;0;Not-determined;NA
NODE_A1153_length_1322_cov_20.263454_CE24;2;0;Not-determined;NA
NODE_A1154_length_1322_cov_13.954217_CE24;2;0;Not-determined;NA
NODE_A1155_length_1322_cov_12.871486_CE24;1;0;Not-determined;NA
NODE_A1156_length_1321_cov_14.092444_CE24;3;2;Low-quality;2,98
NODE_A1157_length_1321_cov_10.835209_CE24;3;0;Not-determined;NA
NODE_A1158_length_1320_cov_33.346742_CE24;1;0;Not-determined;NA
NODE_A1159_length_1320_cov_13.373658_CE24;3;0;Not-determined;NA
NODE_A1160_length_1320_cov_8.318584_CE24;1;1;Low-quality;0,81
NODE_A1161_length_1320_cov_7.302494_CE24;1;0;Not-determined;NA
NODE_A1162_length_1320_cov_6.303298_CE24;1;0;Not-determined;NA
NODE_A1163_length_1319_cov_7.512077_CE24;2;0;Not-determined;NA
NODE_A1164_length_1318_cov_43.766317_CE24;3;0;Not-determined;NA
NODE_A1165_length_1318_cov_19.386785_CE24;1;0;Not-determined;NA
NODE_A1166_length_1318_cov_18.553586_CE24;1;0;Not-determined;NA
NODE_A1167_length_1318_cov_17.221595_CE24;1;0;Not-determined;NA
NODE_A1168_length_1318_cov_16.954875_CE24;1;1;Not-determined;NA
NODE_A1170_length_1317_cov_13.375806_CE24;1;0;Not-determined;NA
NODE_A1171_length_1317_cov_7.145968_CE24;1;1;Low-quality;0,81
NODE_A1172_length_1316_cov_20.015335_CE24;1;0;Not-determined;NA
NODE_A1173_length_1316_cov_15.758676_CE24;2;0;Not-determined;NA
NODE_A1174_length_1316_cov_14.025020_CE24;1;0;Not-determined;NA
NODE_A1175_length_1316_cov_9.945924_CE24;1;0;Not-determined;NA
NODE_A1176_length_1316_cov_8.148507_CE24;1;0;Not-determined;NA
NODE_A1177_length_1316_cov_8.025827_CE24;1;0;Not-determined;NA
NODE_A1178_length_1316_cov_7.496368_CE24;1;0;Not-determined;NA
NODE_A1179_length_1316_cov_7.415658_CE24;1;0;Not-determined;NA
NODE_A1180_length_1315_cov_6.855412_CE24;0;0;Not-determined;NA
NODE_A1181_length_1314_cov_17.050930_CE24;1;0;Not-determined;NA
NODE_A1182_length_1314_cov_12.965238_CE24;1;0;Not-determined;NA
NODE_A1183_length_1314_cov_10.762328_CE24;1;0;Not-determined;NA
NODE_A1184_length_1314_cov_7.198060_CE24;1;0;Not-determined;NA
NODE_B53_length_1314_cov_6.620049_CE24;1;0;Not-determined;NA
NODE_A1186_length_1313_cov_31.360032_CE24;1;0;Not-determined;NA
NODE_A1188_length_1313_cov_18.772654_CE24;1;0;Not-determined;NA
NODE_A1189_length_1313_cov_14.234628_CE24;4;0;Not-determined;NA
NODE_A1190_length_1313_cov_13.453074_CE24;2;0;Not-determined;NA
NODE_A1191_length_1313_cov_11.850324_CE24;1;0;Not-determined;NA
NODE_A1192_length_1313_cov_11.099515_CE24;2;0;Not-determined;NA
NODE_A1193_length_1313_cov_7.725728_CE24;2;0;Not-determined;NA
NODE_A1195_length_1312_cov_7.743320_CE24;0;0;Not-determined;NA
NODE_A1197_length_1311_cov_16.136143_CE24;1;0;Not-determined;NA
NODE_A1198_length_1311_cov_12.678282_CE24;2;0;Not-determined;NA
NODE_A1199_length_1311_cov_11.711507_CE24;2;1;Low-quality;3,22
NODE_A1200_length_1311_cov_7.004862_CE24;1;0;Not-determined;NA
NODE_A1201_length_1311_cov_5.660454_CE24;1;0;Not-determined;NA
NODE_A1202_length_1310_cov_18.442822_CE24;0;0;Not-determined;NA
NODE_A1203_length_1310_cov_18.196269_CE24;2;0;Not-determined;NA
NODE_A1204_length_1310_cov_14.602595_CE24;1;0;Not-determined;NA
NODE_A1205_length_1310_cov_12.227088_CE24;2;0;Not-determined;NA
NODE_A1206_length_1309_cov_49.633929_CE24;1;0;Not-determined;NA
NODE_A1207_length_1309_cov_17.268669_CE24;2;0;Not-determined;NA
NODE_A1208_length_1309_cov_14.823052_CE24;1;0;Not-determined;NA
NODE_A1209_length_1309_cov_14.548701_CE24;1;0;Not-determined;NA
NODE_A1210_length_1309_cov_12.961039_CE24;2;0;Not-determined;NA
NODE_A1211_length_1309_cov_8.090909_CE24;2;0;Not-determined;NA
NODE_A1212_length_1309_cov_6.234578_CE24;1;0;Not-determined;NA
NODE_A1213_length_1308_cov_32.114541_CE24;1;0;Not-determined;NA
NODE_A1214_length_1308_cov_6.244517_CE24;3;0;Not-determined;NA
NODE_A1215_length_1307_cov_9.449593_CE24;1;0;Not-determined;NA
NODE_A1216_length_1307_cov_7.197561_CE24;1;0;Not-determined;NA
NODE_A1217_length_1307_cov_4.965854_CE24;1;0;Not-determined;NA
NODE_A1218_length_1306_cov_8.913751_CE24;1;0;Not-determined;NA
NODE_A1219_length_1306_cov_7.117982_CE24;0;0;Not-determined;NA
NODE_A1220_length_1306_cov_4.031733_CE24;2;0;Not-determined;NA
NODE_A1221_length_1305_cov_13.584691_CE24;2;0;Not-determined;NA
NODE_A1222_length_1305_cov_13.166124_CE24;1;0;Not-determined;NA
NODE_A1223_length_1305_cov_7.033388_CE24;1;0;Not-determined;NA
NODE_A1224_length_1305_cov_6.936482_CE24;1;0;Not-determined;NA
NODE_A1225_length_1305_cov_6.241857_CE24;2;0;Not-determined;NA
NODE_A1228_length_1304_cov_17.180929_CE24;1;0;Not-determined;NA
NODE_A1229_length_1304_cov_13.886716_CE24;2;0;Not-determined;NA
NODE_A1230_length_1304_cov_9.569682_CE24;1;0;Not-determined;NA
NODE_A1231_length_1304_cov_7.666667_CE24;1;0;Not-determined;NA
NODE_A1232_length_1304_cov_5.992665_CE24;2;0;Not-determined;NA
NODE_A1234_length_1303_cov_21.783034_CE24;1;0;Not-determined;NA
NODE_A1235_length_1303_cov_14.571778_CE24;1;1;Not-determined;NA
NODE_A1236_length_1303_cov_12.260196_CE24;3;0;Not-determined;NA
NODE_A1237_length_1303_cov_12.167210_CE24;0;0;Not-determined;NA
NODE_A1238_length_1303_cov_10.607667_CE24;1;0;Not-determined;NA
NODE_A1239_length_1303_cov_8.110930_CE24;2;0;Not-determined;NA
NODE_A1240_length_1303_cov_3.038336_CE24;0;0;Not-determined;NA
NODE_A1242_length_1302_cov_25.702857_CE24;1;0;Not-determined;NA
NODE_A1243_length_1302_cov_24.129796_CE24;1;0;Not-determined;NA
NODE_A1244_length_1302_cov_23.412245_CE24;1;0;Not-determined;NA
NODE_A1245_length_1302_cov_16.528980_CE24;1;0;Not-determined;NA
NODE_A1246_length_1302_cov_14.486531_CE24;1;0;Not-determined;NA
NODE_A1247_length_1302_cov_13.718367_CE24;1;0;Not-determined;NA
NODE_A1248_length_1302_cov_9.464490_CE24;1;0;Not-determined;NA
NODE_A1249_length_1302_cov_9.106939_CE24;1;0;Not-determined;NA
NODE_A1250_length_1302_cov_9.045714_CE24;1;0;Not-determined;NA
NODE_A1251_length_1301_cov_14.743464_CE24;4;0;Not-determined;NA
NODE_A1253_length_1301_cov_11.941176_CE24;1;0;Not-determined;NA
NODE_A1254_length_1301_cov_9.569444_CE24;2;0;Not-determined;NA
NODE_A1255_length_1301_cov_8.396242_CE24;0;0;Not-determined;NA
NODE_A1256_length_1301_cov_8.259804_CE24;1;0;Not-determined;NA
NODE_A1257_length_1301_cov_7.407680_CE24;1;0;Not-determined;NA
NODE_A1258_length_1300_cov_43.670482_CE24;3;0;Not-determined;NA
NODE_A1259_length_1300_cov_17.120196_CE24;1;0;Not-determined;NA
NODE_A1260_length_1300_cov_15.391660_CE24;1;0;Not-determined;NA
NODE_A1261_length_1300_cov_11.598528_CE24;1;0;Not-determined;NA
NODE_A1262_length_1300_cov_5.357318_CE24;1;0;Not-determined;NA
NODE_A1263_length_1299_cov_17.770867_CE24;0;0;Not-determined;NA
NODE_A1264_length_1298_cov_24.463554_CE24;1;0;Not-determined;NA
NODE_A1265_length_1298_cov_11.316953_CE24;1;0;Not-determined;NA
NODE_A1267_length_1297_cov_20.943443_CE24;1;0;Not-determined;NA
NODE_A1270_length_1297_cov_12.162295_CE24;1;1;Low-quality;0,80
NODE_A1272_length_1296_cov_15.551272_CE24;1;0;Not-determined;NA
NODE_A1273_length_1296_cov_15.127153_CE24;1;0;Not-determined;NA
NODE_A1274_length_1296_cov_8.856440_CE24;1;0;Not-determined;NA
NODE_A1276_length_1296_cov_6.706317_CE24;2;0;Not-determined;NA
NODE_A1277_length_1296_cov_4.077933_CE24;1;0;Not-determined;NA
NODE_A1278_length_1295_cov_58.568966_CE24;3;0;Not-determined;NA
NODE_A1279_length_1295_cov_15.846470_CE24;1;0;Not-determined;NA
NODE_A1280_length_1295_cov_15.223317_CE24;1;0;Not-determined;NA
NODE_A1281_length_1295_cov_14.770936_CE24;2;0;Not-determined;NA
NODE_A1282_length_1295_cov_11.980296_CE24;1;0;Not-determined;NA
NODE_A1283_length_1295_cov_9.314450_CE24;1;0;Not-determined;NA
NODE_A1284_length_1295_cov_9.268473_CE24;1;0;Not-determined;NA
NODE_A1285_length_1295_cov_7.645320_CE24;1;0;Not-determined;NA
NODE_A1289_length_1294_cov_17.491372_CE24;2;0;Low-quality;9,90
NODE_A1290_length_1294_cov_13.605588_CE24;1;0;Not-determined;NA
NODE_A1291_length_1293_cov_9.262336_CE24;1;0;Not-determined;NA
NODE_A1292_length_1293_cov_9.180921_CE24;3;0;Not-determined;NA
NODE_A1293_length_1293_cov_7.936678_CE24;1;0;Not-determined;NA
NODE_A1294_length_1293_cov_5.204770_CE24;1;0;Not-determined;NA
NODE_A1296_length_1292_cov_19.093827_CE24;2;0;Not-determined;NA
NODE_A1297_length_1292_cov_14.460905_CE24;3;0;Not-determined;NA
NODE_A1298_length_1292_cov_13.660905_CE24;1;0;Not-determined;NA
NODE_A1299_length_1292_cov_10.613992_CE24;2;0;Not-determined;NA
NODE_A1301_length_1291_cov_26.891269_CE24;1;0;Not-determined;NA
NODE_A1302_length_1291_cov_24.180395_CE24;2;0;Not-determined;NA
NODE_A1303_length_1291_cov_16.686985_CE24;2;1;Not-determined;NA
NODE_A1304_length_1291_cov_14.271005_CE24;1;0;Not-determined;NA
NODE_A1305_length_1291_cov_12.305601_CE24;3;0;Not-determined;NA
NODE_A1306_length_1291_cov_10.072488_CE24;1;0;Not-determined;NA
NODE_A1307_length_1290_cov_24.908491_CE24;2;0;Not-determined;NA
NODE_A1308_length_1290_cov_14.300907_CE24;2;0;Not-determined;NA
NODE_A1309_length_1290_cov_10.887881_CE24;1;0;Low-quality;1,11
NODE_A1310_length_1290_cov_9.464138_CE24;2;0;Not-determined;NA
NODE_A1311_length_1290_cov_8.593570_CE24;1;0;Not-determined;NA
NODE_A1312_length_1290_cov_8.272053_CE24;2;0;Not-determined;NA
NODE_A1313_length_1290_cov_5.959604_CE24;1;0;Not-determined;NA
NODE_A1314_length_1290_cov_5.951360_CE24;1;0;Not-determined;NA
NODE_A1315_length_1290_cov_3.987634_CE24;1;0;Not-determined;NA
NODE_A1317_length_1289_cov_18.461221_CE24;0;0;Not-determined;NA
NODE_A1318_length_1289_cov_17.922442_CE24;1;0;Not-determined;NA
NODE_A1319_length_1289_cov_9.867987_CE24;1;0;Not-determined;NA
NODE_A1320_length_1289_cov_8.818482_CE24;0;0;Not-determined;NA
NODE_A1321_length_1289_cov_6.895215_CE24;2;0;Not-determined;NA
NODE_A1322_length_1288_cov_33.740710_CE24;2;0;Not-determined;NA
NODE_A1323_length_1288_cov_22.548307_CE24;1;1;Low-quality;2,96
NODE_A1324_length_1288_cov_21.308836_CE24;1;0;Not-determined;NA
NODE_A1325_length_1288_cov_8.536746_CE24;1;0;Not-determined;NA
NODE_A1327_length_1287_cov_9.233058_CE24;1;0;Not-determined;NA
NODE_A1328_length_1287_cov_6.938017_CE24;2;0;Not-determined;NA
NODE_B57_length_1287_cov_4.723967_CE24;1;0;Not-determined;NA
NODE_A1330_length_1286_cov_22.964433_CE24;2;0;Not-determined;NA
NODE_A1331_length_1286_cov_17.661704_CE24;2;0;Not-determined;NA
NODE_A1332_length_1286_cov_12.224979_CE24;1;0;Not-determined;NA
NODE_A1333_length_1286_cov_12.201820_CE24;1;0;Not-determined;NA
NODE_A1335_length_1286_cov_9.330025_CE24;1;0;Not-determined;NA
NODE_A1336_length_1286_cov_6.074442_CE24;3;0;Not-determined;NA
NODE_A1337_length_1285_cov_27.152318_CE24;1;0;Not-determined;NA
NODE_A1339_length_1285_cov_16.410596_CE24;1;0;Not-determined;NA
NODE_A1340_length_1285_cov_11.463576_CE24;2;0;Not-determined;NA
NODE_A1341_length_1285_cov_10.471854_CE24;2;0;Not-determined;NA
NODE_A1342_length_1285_cov_9.505795_CE24;1;0;Not-determined;NA
NODE_A1343_length_1284_cov_24.327258_CE24;1;1;Not-determined;NA
NODE_A1344_length_1284_cov_12.753107_CE24;1;0;Not-determined;NA
NODE_A1345_length_1284_cov_10.079536_CE24;6;1;Low-quality;2,97
NODE_A1347_length_1284_cov_5.463960_CE24;1;0;Not-determined;NA
NODE_A1348_length_1284_cov_4.315659_CE24;1;0;Not-determined;NA
NODE_A1353_length_1283_cov_13.643449_CE24;2;0;Not-determined;NA
NODE_A1354_length_1283_cov_12.083748_CE24;2;0;Not-determined;NA
NODE_A1355_length_1283_cov_11.971808_CE24;1;0;Not-determined;NA
NODE_A1356_length_1283_cov_5.970978_CE24;1;0;Not-determined;NA
NODE_A1358_length_1282_cov_17.473859_CE24;1;0;Not-determined;NA
NODE_A1359_length_1282_cov_17.110373_CE24;1;0;Not-determined;NA
NODE_A1360_length_1282_cov_15.268880_CE24;2;0;Not-determined;NA
NODE_A1361_length_1282_cov_15.059751_CE24;1;0;Not-determined;NA
NODE_A1362_length_1282_cov_14.727801_CE24;1;0;Not-determined;NA
NODE_A1363_length_1282_cov_12.067220_CE24;1;0;Not-determined;NA
NODE_A1364_length_1282_cov_10.600830_CE24;1;0;Not-determined;NA
NODE_A1365_length_1282_cov_8.294606_CE24;1;0;Not-determined;NA
NODE_A1366_length_1282_cov_7.526971_CE24;2;0;Not-determined;NA
NODE_A1367_length_1281_cov_18.916113_CE24;1;0;Not-determined;NA
NODE_A1368_length_1281_cov_14.250831_CE24;1;0;Not-determined;NA
NODE_A1369_length_1281_cov_9.908638_CE24;1;0;Not-determined;NA
NODE_B59_length_1281_cov_3.495847_CE24;2;0;Not-determined;NA
NODE_A1370_length_1280_cov_16.364921_CE24;1;0;Not-determined;NA
NODE_A1371_length_1280_cov_9.847880_CE24;2;0;Not-determined;NA
NODE_A1372_length_1280_cov_8.696592_CE24;2;0;Not-determined;NA
NODE_A1374_length_1279_cov_14.173877_CE24;1;0;Not-determined;NA
NODE_A1375_length_1279_cov_4.915141_CE24;1;1;Low-quality;0,78
NODE_A1376_length_1278_cov_15.908410_CE24;1;0;Not-determined;NA
NODE_A1377_length_1278_cov_13.933389_CE24;1;0;Not-determined;NA
NODE_A1378_length_1278_cov_12.795171_CE24;2;0;Not-determined;NA
NODE_A1379_length_1278_cov_10.784346_CE24;0;0;Not-determined;NA
NODE_A1380_length_1278_cov_9.669442_CE24;1;0;Not-determined;NA
NODE_A1381_length_1278_cov_4.551207_CE24;1;0;Not-determined;NA
NODE_A1382_length_1277_cov_21.392500_CE24;1;0;Not-determined;NA
NODE_A1383_length_1277_cov_15.048333_CE24;1;0;Not-determined;NA
NODE_A1384_length_1277_cov_10.122500_CE24;1;0;Not-determined;NA
