accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,...1,samplingDate,humidity_mean,light_mean,motion_mean,temperature_mean,co2_mean,co2_max,battery_mean,sampling_duration,sensor_samples_co2,sensor_samples_humidity,sensor_samples_temperature,Sample_or_Control,Month,Windows,How many people(average of start and end),...19,...20,...21,...22
MG846442.1,4432,387,18,0.49369454,0.206857,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE30,19633702,16,2022-03-21,32.3333333333333,76.6666666666667,6.58333333333333,21.25,919.666666666667,1165,3645.75,2.25,12,12,12,Sample,March,Closed,22,NA,AV,17.84615385,2-4 adults and rest is children.
MF588730.1,7292,212,24,0.3966676,0.167634,"Gammapapillomavirus 18 isolate Gamma18_EV07c385, complete genome",1513263,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 18,unclassified Gammapapillomavirus 18 subspecies/strain,unclassified Gammapapillomavirus 18 strain,CE30,19633702,16,2022-03-21,32.3333333333333,76.6666666666667,6.58333333333333,21.25,919.666666666667,1165,3645.75,2.25,12,12,12,Sample,March,Closed,22,NA,AV,17.84615385,2-4 adults and rest is children.
AY720891.1,6723,637,138,2.5870988,0.532424,"Human astrovirus type 4 strain Dresden, complete genome",35300,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 4,Human astrovirus 4,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
EF444549.1,5229,5229,91360,2180.2285,453.189,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
EU796884.1,7899,296,45,0.48406246000000003,0.147769,"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome",568209,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1,Felis domesticus papillomavirus 2,Felis domesticus papillomavirus 2,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
JX262162.1,4939,4731,11620,295.37503,61.0252,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
MF684776.1,6803,472,131,2.4685104,0.499474,"Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome",35741,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 5,Human astrovirus 5,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
MG881840.1,6992,599,144,2.4904997,0.534199,"Rhinovirus C15 strain HRV/C/BuenosAires/Arg/001/2017, complete genome",1418033,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,rhinovirus C15,rhinovirus C15,CE21,38552982,27,2022-05-30,40.2,144,3.4,21.22,730.3,826,3648.7,2.13333333333333,10,10,10,Sample,May,Open,18,NA,NA,NA,NA
AB038621.1,3676,413,16,0.5856495,0.294764,"Torque teno virus 29 ORF2, ORF1, ORF3 genes, complete cds, isolate: TTVyon-KC009",687368,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 29,unclassified Torque teno virus 29 subspecies/strain,unclassified Torque teno virus 29 strain,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
AB041007.1,3852,322,13,0.31577525,0.228553,"Torque teno virus 1 orf2/5, orf2/4, orf1 genes for VP1, VP2, VP3, complete cds",687340,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 1,unclassified Torque teno virus 1 subspecies/strain,unclassified Torque teno virus 1 strain,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
AX025718.1,3313,370,19,0.69016755,0.388384,Sequence 75 from Patent WO0028039,687357,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 18,unclassified Torque teno virus 18 subspecies/strain,unclassified Torque teno virus 18 strain,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
JX262162.1,4939,416,18,0.35811234,0.24681,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
KU727766.1,5166,467,28,0.61782295,0.367057,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
Y15174.1,7549,1846,264,4.1269093,2.36834,"Human papillomavirus type 76 E6, E7, E1, E2, E4, L2, and L1 genes",69985,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 76,human papillomavirus 76,CE16,14766256,44,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,November,Closed,NA,NA,NA,NA,NA
NC_007455.1,5299,1948,394,8.938435,3.53849,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
AF043303.1,4679,1598,280,7.361669,2.84787,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
EF444549.1,5229,3494,478,10.967317,4.35036,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
GU345044.1,5421,952,361,8.009107,3.16916,"Canary polyomavirus isolate CaPyV-Ha09, complete genome",881945,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,Gammapolyomavirus secanaria,Canary polyomavirus,Canary polyomavirus,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
JX262162.1,4939,796,102,2.49384,0.982827,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
KP298674.1,7429,400,16,0.14919631,0.102496,"Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome",1652048,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
X86560.1,7431,212,14,0.20793848,0.0896596,"Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA",82659,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Sapovirus,Sapporo virus,Sapporo virus-Manchester,Sapporo virus-Manchester,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
KU356605.1,751,162,14,2.2279534,0.887164,"Human rotavirus A strain RVA/Human-wt/BGN/M315/2013/G2P[4] NSP4 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
JQ919995.1,2769,152,14,0.30164185,0.240614,"Rotavirus F chicken/03V0568/DEU/2003 segment 2, complete sequence",994994,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus F,Rotavirus F chicken/03V0568/DEU/2003,Rotavirus F chicken/03V0568/DEU/2003,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
FN665693.1,1356,113,13,0.93366504,0.456246,"Rotavirus A VP6 gene for structural protein VP6, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE27,21012810,41,2022-10-26,54.4166666666667,237.083333333333,12.4166666666667,21.9333333333333,798.583333333333,912,3656.75,2.08333333333333,12,12,12,Sample,October,Open,23,NA,NA,NA,NA
AB028668.1,3787,281,33,0.8281551,0.452592,"Torque teno virus 15 DNA, complete genome, isolate: TJN01",687354,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 15,unclassified Torque teno virus 15 subspecies/strain,unclassified Torque teno virus 15 strain,CE24,19253612,39,2022-10-12,37.1666666666667,40.5,8.33333333333333,21.2416666666667,744.416666666667,856,3655.25,2.16666666666667,12,12,12,Sample,October,Open,20,NA,NA,NA,NA
AF043303.1,4679,3762,1444,38.020977,16.0288,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE24,19253612,39,2022-10-12,37.1666666666667,40.5,8.33333333333333,21.2416666666667,744.416666666667,856,3655.25,2.16666666666667,12,12,12,Sample,October,Open,20,NA,NA,NA,NA
KY369878.1,7052,1096,90,1.6037381,0.662854,"Rhinovirus C43 strain SC174, complete genome",1219413,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus C,rhinovirus C43,rhinovirus C43,CE24,19253612,39,2022-10-12,37.1666666666667,40.5,8.33333333333333,21.2416666666667,744.416666666667,856,3655.25,2.16666666666667,12,12,12,Sample,October,Open,20,NA,NA,NA,NA
AB017613.1,3818,670,38,1.2175573,0.503642,"Torque teno virus 16 DNA, complete genome, isolate: TUS01",687355,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Alphatorquevirus,Torque teno virus 16,unclassified Torque teno virus 16 subspecies/strain,unclassified Torque teno virus 16 strain,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
EF444549.1,5229,5229,2653,59.10376,25.674,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
GU733444.1,2801,131,2,0.098076195,0.0361319,"Rotavirus D chicken/05V0049/DEU/2005 segment 2, complete sequence",884200,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus D,Rotavirus D chicken/05V0049/DEU/2005,Rotavirus D chicken/05V0049/DEU/2005,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
JX262162.1,4939,848,41,0.94299436,0.420068,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
KU569162.1,5154,441,11,0.28577137,0.108,"Galliform aveparvovirus 1 isolate IPV, complete genome",1511865,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Aveparvovirus,Galliform aveparvovirus 1,unclassified Galliform aveparvovirus 1 subspecies/strain,unclassified Galliform aveparvovirus 1 strain,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
KU727766.1,5166,348,35,0.7719298,0.342837,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE6,19761762,30,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,June,Open,19,NA,NA,NA,NA
NC_007455.1,5299,740,56,1.2802486,0.837827,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE4,12613618,31,2022-06-29,54.5,7.8,0,23.12,745.8,1030,3650,1.91666666666667,10,10,10,Sample,June,Open,23,NA,NA,NA,NA
NC_012564.1,5242,2492,227,5.0683427,3.43312,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,CE4,12613618,31,2022-06-29,54.5,7.8,0,23.12,745.8,1030,3650,1.91666666666667,10,10,10,Sample,June,Open,23,NA,NA,NA,NA
EF444549.1,5229,1186,49,1.1620398,0.742913,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,CE4,12613618,31,2022-06-29,54.5,7.8,0,23.12,745.8,1030,3650,1.91666666666667,10,10,10,Sample,June,Open,23,NA,NA,NA,NA
KU727766.1,5166,281,4,0.06798246,0.0613855,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE4,12613618,31,2022-06-29,54.5,7.8,0,23.12,745.8,1030,3650,1.91666666666667,10,10,10,Sample,June,Open,23,NA,NA,NA,NA
MG846442.1,4432,394,9,0.2522186,0.160992,"Chicken chapparvovirus 2 strain RS/BR/15/2S NS1 and capsid protein genes, complete cds",2109367,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Galliform chaphamaparvovirus 2,Chicken chapparvovirus 2,Chicken chapparvovirus 2,CE4,12613618,31,2022-06-29,54.5,7.8,0,23.12,745.8,1030,3650,1.91666666666667,10,10,10,Sample,June,Open,23,NA,NA,NA,NA
EF554148.1,3302,143,30,0.8121827,0.583475,"Rotavirus A strain RVA/Sheep-tc/ESP/OVR762/2002/G8P[14] VP1 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE26,15571202,25,2022-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample,May,Open,16,NA,NA,NA,NA
JX262162.1,4939,4323,1033,23.905827,16.5112,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE36,12667232,14,2022-03-14,38.0909090909091,105.181818181818,9.63636363636364,21.1818181818182,900.363636363636,991,3644.36363636364,2.18333333333333,11,11,11,Sample,March,Closed,21,NA,NA,NA,NA
KY629935.1,7130,420,40,0.70988536,0.442883,"Rhinovirus A59 strain 16-J2, complete genome",185918,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A59,rhinovirus A59,CE36,12667232,14,2022-03-14,38.0909090909091,105.181818181818,9.63636363636364,21.1818181818182,900.363636363636,991,3644.36363636364,2.18333333333333,11,11,11,Sample,March,Closed,21,NA,NA,NA,NA
MF898328.1,125095,234,10,0.0059626237,0.00631071,"Human alphaherpesvirus 3 strain Baike, complete genome",10335,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Human alphaherpesvirus 3,unclassified Human alphaherpesvirus 3 subspecies/strain,unclassified Human alphaherpesvirus 3 strain,CE36,12667232,14,2022-03-14,38.0909090909091,105.181818181818,9.63636363636364,21.1818181818182,900.363636363636,991,3644.36363636364,2.18333333333333,11,11,11,Sample,March,Closed,21,NA,NA,NA,NA
NC_001781.1,15225,1199,65,0.5411609,0.430748,"Human orthopneumovirus Subgroup B, complete genome",11250,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Human orthopneumovirus,unclassified Human orthopneumovirus subspecies/strain,unclassified Human orthopneumovirus strain,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
NC_007455.1,5299,2339,205,4.7583995,3.90326,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
AF043303.1,4679,1127,62,1.6663723,1.33692,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
JQ898291.1,4927,1263,67,1.6474775,1.37202,"MW polyomavirus strain MA095, complete genome",1203539,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,MW polyomavirus,MW polyomavirus,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
JX262162.1,4939,257,5,0.12236375,0.102141,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
JX463183.1,4776,694,36,0.8830523,0.760511,"STL polyomavirus strain MA138, complete genome",1277649,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus undecihominis,STL polyomavirus,STL polyomavirus,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
KC782514.2,1566,265,4,0.32344633,0.257713,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
MK212031.1,2907,1433,207,8.727602,7.18444,"TTV-like mini virus strain vzttmv4, complete genome",93678,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Betatorquevirus,TTV-like mini virus,unclassified TTV-like mini virus subspecies/strain,unclassified TTV-like mini virus strain,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
KJ753392.1,2530,138,2,0.10042017,0.0797585,"Rotavirus A strain RVA/Human-wt/ETH/MRC-DPRU861/XXXX/G12P[6] segment 3 RNA capping protein VP3 (VP3) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,CE49,9911346,6,2022-02-07,36.4285714285714,89.4285714285714,18.2857142857143,20.6857142857143,1009,1122,3640.57142857143,1.85,7,7,7,Sample,February,Closed,15,NA,NA,NA,NA
NC_007455.1,5299,844,97,1.9153234,2.00671,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
FJ445146.1,7141,420,30,0.53397226,0.460542,"Human rhinovirus 63 strain ATCC VR-1173, complete genome",185921,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Rhinovirus A,rhinovirus A63,rhinovirus A63,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
JX262162.1,4939,3373,334,7.9858007,7.41334,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
KU727766.1,5166,232,10,0.23484848,0.212203,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
KY490071.1,235397,241,8,0.0030946196,0.0037256,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5,unclassified Human betaherpesvirus 5 subspecies/strain,unclassified Human betaherpesvirus 5 strain,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
KU356638.1,751,190,5,0.93344426,0.729855,"Human rotavirus A strain RVA/Human-wt/BGN/M310/2013/G2P[4] NSP4 gene, complete cds",10941,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Human rotavirus A,Human rotavirus A,CE46,9122068,21,2022-04-25,38.7,108.9,7.6,21.35,925,985,3646.3,2.05,10,10,10,Sample,April,Open,22,NA,NA,NA,NA
